UID,OT,time,credit,HE,St,Po,Fr,Re,Iss,BG,UG,Year
43,10,2004/6/12,93,92,26,0,0,11,1,0,1,16 
231,1,2004/5/14,44,41,0,0,0,28,3,0,1,16 
237,14,2004/5/6,2234,2193,0,0,0,196,41,0,5,16 
456,16,2004/1/28,144,139,0,0,0,49,5,0,2,16 
936,1,2004/5/22,61,61,0,0,0,7,0,0,1,16 
963,1,2004/1/29,54,54,0,0,0,8,0,0,1,16 
1035,93,2004/6/17,333,328,107,0,0,51,5,0,2,16 
1079,13,2004/5/5,122,119,0,0,0,36,3,0,2,16 
1237,130,2004/6/20,475,475,401,0,0,36,0,0,2,16 
1258,25,2004/2/4,11,10,0,0,0,13,1,0,1,16 
1355,54,2004/5/26,267,267,191,0,0,14,0,0,2,16 
1398,69,2004/2/7,288,287,0,0,0,33,1,0,2,16 
1476,8,2004/1/30,73,70,2,0,0,27,3,0,1,16 
1497,1,2004/6/29,19,18,0,0,0,8,1,0,1,16 
1498,144,2004/6/29,183,182,1,0,0,98,1,0,2,16 
1588,5,2004/7/3,222,221,50,0,0,6,1,0,2,16 
1614,11,2004/7/7,50,48,0,0,0,11,2,0,1,16 
1625,71,2004/7/9,429,402,0,0,0,200,27,0,2,16 
1663,2,2004/7/14,47,47,0,0,0,8,0,0,1,16 
1679,23,2004/7/16,31,30,2,0,0,19,1,0,1,16 
1729,1,2004/7/20,0,-3,51,0,0,8,3,0,1,16 
1755,4,2004/7/23,29,28,0,0,0,10,1,0,1,16 
1871,1,2004/8/2,80,79,0,0,0,20,1,0,1,16 
1883,17,2004/8/2,71,68,0,0,0,26,3,0,1,16 
1887,84,2004/8/2,27,27,3,0,0,19,0,0,1,16 
1898,2,2004/8/2,65,62,0,0,0,47,3,0,1,16 
1958,11,2004/8/5,44,43,11,0,0,6,1,0,1,16 
2020,2,2004/8/8,57,57,1,0,0,6,0,0,1,16 
2035,26,2004/8/9,60,55,0,0,0,25,5,0,1,16 
2085,3,2004/8/12,64,64,0,0,0,7,0,0,1,16 
2109,1,2004/8/13,51,51,0,0,0,5,0,0,1,16 
2121,1,2004/8/13,67,67,0,0,0,8,0,0,1,16 
2149,1,2004/8/15,70,68,0,0,0,9,2,0,1,16 
2152,9,2004/8/15,86,86,17,0,0,9,0,0,1,16 
2161,3,2004/8/15,67,67,0,0,0,10,0,0,1,16 
2187,5,2017/1/15,45,44,23,0,0,6,1,0,1,3 
2214,5,2004/8/16,64,63,0,0,0,6,1,0,1,16 
2232,56,2004/8/16,925,916,172,0,0,213,9,0,3,16 
2255,71,2004/8/16,340,335,316,0,0,39,5,0,2,16 
2266,2,2004/8/16,86,86,7,0,0,11,0,0,1,16 
2300,3,2004/8/16,74,73,7,0,0,16,1,0,1,16 
2302,411,2004/8/16,1983,1881,71,0,0,597,102,0,4,16 
2341,3,2004/8/17,58,58,0,0,0,14,0,0,1,16 
2345,1,2004/8/17,46,46,0,0,0,10,0,0,1,16 
2346,11,2004/8/17,261,260,50,0,0,15,1,0,2,16 
2351,29,2004/8/17,22,22,0,0,0,17,0,0,1,16 
2371,5,2004/8/17,16,16,0,0,0,11,0,0,1,16 
2382,2,2004/8/17,74,72,0,0,0,8,2,0,1,16 
2405,18,2004/8/18,368,362,118,0,0,38,6,2,2,16 
2421,17,2004/8/18,68,63,0,0,0,18,5,0,1,16 
2425,12,2004/8/18,23,22,5,0,0,13,1,0,1,16 
2428,2,2004/8/18,74,74,0,0,0,12,0,0,1,16 
2429,2,2004/8/18,70,65,0,0,0,64,5,0,1,16 
2441,70,2004/8/18,154,152,149,0,0,11,2,0,2,16 
2449,8,2004/8/18,62,61,0,0,0,10,1,0,1,16 
2452,1,2004/8/18,65,65,0,0,0,7,0,0,1,16 
2475,13,2004/8/18,20,20,0,0,0,13,0,0,1,16 
2515,3,2004/8/19,50,48,0,0,0,27,2,0,1,16 
2517,3,2004/8/19,77,76,0,0,0,9,1,0,1,16 
2520,149,2004/8/19,90,85,3,0,0,82,5,0,1,16 
2562,6,2004/8/19,64,63,0,0,0,7,1,0,1,16 
2581,9,2004/8/19,38,37,0,0,0,13,1,0,1,16 
2593,40,2004/8/19,35,34,5,0,0,53,1,0,1,16 
2594,37,2004/8/19,284,282,50,0,0,34,2,0,2,16 
2607,3,2004/8/19,65,65,0,0,0,7,0,0,1,16 
2623,353,2004/8/19,3928,3847,106,0,0,987,81,3,5,16 
2629,74,2004/8/19,185,182,74,0,0,26,3,0,2,16 
2683,1,2004/8/20,65,64,0,0,0,5,1,0,1,16 
2685,4,2004/8/20,18,18,5,0,0,10,0,0,1,16 
2729,9,2004/8/20,88,84,9,0,0,29,4,0,1,16 
2732,24,2004/8/20,168,164,56,0,1,55,4,0,2,16 
2742,1,2004/8/20,18,17,0,0,0,48,1,0,1,16 
2750,1,2004/8/20,41,41,0,0,0,5,0,0,1,16 
2809,5,2004/8/21,106,103,0,0,0,17,3,0,2,16 
2854,2,2004/8/21,262,262,50,0,0,7,0,2,2,16 
2897,627,2004/8/21,488,482,89,0,0,198,6,2,2,16 
2899,1,2004/8/21,61,61,0,0,0,8,0,0,1,16 
2904,5,2004/8/22,124,119,0,0,0,28,5,0,2,16 
2953,19,2004/8/22,395,383,10,0,0,111,12,0,2,16 
2987,4,2004/8/23,60,57,0,0,0,2,3,0,1,16 
3009,5,2004/8/23,230,229,50,0,0,9,1,2,2,16 
3026,436,2004/8/23,1268,1262,1032,0,0,155,6,3,4,16 
3053,4,2004/8/24,60,60,0,0,0,5,0,0,1,16 
3088,1,2004/8/25,77,75,0,0,0,5,2,0,1,16 
3105,8,2004/8/25,70,70,0,0,0,10,0,0,1,16 
3117,11,2004/8/25,18,18,0,0,0,7,0,0,1,16 
3121,20,2004/8/25,33,31,0,0,0,20,2,0,1,16 
3221,1,2004/8/27,48,48,0,0,0,8,0,0,1,16 
3246,4,2004/8/28,38,38,0,0,0,6,0,0,1,16 
3249,1,2004/8/28,61,61,0,0,0,6,0,0,1,16 
3266,1,2004/8/28,63,63,0,0,0,8,0,0,1,16 
3310,2,2004/8/29,81,80,0,0,0,8,1,0,1,16 
3314,19,2004/8/29,24,23,0,0,0,20,1,0,1,16 
3360,6,2004/8/29,29,28,0,0,0,15,1,0,1,16 
3365,18,2004/8/29,131,131,0,0,0,53,0,0,2,16 
3374,5,2004/8/30,97,95,7,0,0,16,2,0,1,16 
3377,4,2004/8/30,37,36,0,0,0,21,1,0,1,16 
3380,2,2004/8/30,80,80,5,0,0,12,0,0,1,16 
3415,1,2004/8/30,41,41,0,0,0,8,0,0,1,16 
3418,4,2004/8/30,71,71,0,0,0,14,0,0,1,16 
3433,1,2004/8/31,65,65,0,0,0,7,0,0,1,16 
3455,1,2004/8/31,81,78,0,0,0,4,3,0,1,16 
3474,47,2004/9/1,48,48,0,0,0,5,0,0,1,16 
3485,274,2004/9/1,1058,1057,878,0,0,277,1,3,4,16 
3516,361,2004/9/2,892,890,841,0,0,233,2,0,3,16 
3532,736,2004/9/2,905,904,400,0,0,119,1,0,3,16 
3540,7,2004/9/2,15,15,0,0,0,8,0,0,1,16 
3547,2,2004/9/3,61,61,0,0,0,6,0,0,1,16 
3552,1,2004/9/3,68,68,0,0,0,6,0,0,1,16 
3577,1,2004/9/3,65,65,0,0,0,6,0,0,1,16 
3594,11,2004/9/4,95,94,4,0,0,53,1,0,1,16 
3596,1,2004/9/4,65,65,0,0,0,16,0,0,1,16 
3610,1,2004/9/4,70,70,0,0,0,6,0,0,1,16 
3628,14,2004/9/5,40,39,2,0,0,13,1,0,1,16 
3629,4,2004/9/5,88,88,0,0,0,19,0,0,1,16 
3687,847,2004/9/6,2091,2066,1870,0,0,485,25,0,5,16 
3690,6,2004/9/7,16,16,2,0,0,12,0,0,1,16 
3706,903,2004/9/7,2172,2168,1872,0,0,655,4,3,5,16 
3717,6,2004/9/8,2,-1,0,0,0,25,3,0,0,16 
3749,1,2004/9/30,44,42,0,0,0,7,2,0,1,16 
3756,144,2004/9/30,405,388,164,0,0,128,17,0,2,16 
3763,20,2004/10/1,25,24,2,0,0,11,1,0,1,16 
3764,1,2004/10/1,69,68,0,0,0,28,1,0,1,16 
3765,120,2004/10/1,424,413,57,0,0,152,11,0,2,16 
3777,323,2004/10/2,574,565,24,0,0,165,9,2,3,16 
3822,239,2004/10/6,943,942,438,0,0,16,1,0,3,16 
3851,1,2004/10/6,44,44,0,0,0,5,0,0,1,16 
3881,93,2004/10/7,33,26,0,0,0,18,7,0,1,16 
3886,6,2004/10/7,36,29,0,0,0,19,7,0,1,16 
3887,1,2004/10/7,67,67,0,0,0,7,0,0,1,16 
3895,7,2004/10/7,32,31,1,0,0,12,1,0,1,16 
3913,7,2004/10/7,71,71,4,0,0,17,0,0,1,16 
3923,5,2004/10/8,18,12,9,0,0,24,6,0,1,16 
3925,1,2004/10/8,68,68,0,0,0,9,0,0,1,16 
3938,3,2004/10/8,54,54,0,0,0,6,0,0,1,16 
3953,1,2004/10/8,46,46,0,0,0,5,0,0,1,16 
3975,2,2004/10/8,73,71,0,0,0,11,2,0,1,16 
3979,2,2004/10/8,66,65,0,0,0,5,1,0,1,16 
3980,5,2004/10/8,59,59,0,0,0,6,0,0,1,16 
4072,168,2004/10/10,656,652,602,0,0,112,4,0,3,16 
4084,14,2004/10/10,62,62,0,0,0,17,0,0,1,16 
4087,1,2004/10/10,92,91,0,0,0,13,1,0,1,16 
4100,1,2004/10/11,272,272,50,0,0,10,0,0,2,16 
4125,1,2004/10/11,96,95,4,0,0,39,1,0,1,16 
4127,48,2004/10/11,277,277,205,0,0,24,0,3,2,16 
4139,2,2004/10/11,67,67,0,0,0,5,0,0,1,16 
4159,5,2004/10/12,64,61,0,0,0,47,3,0,1,16 
4168,2,2004/10/12,56,54,1,0,0,8,2,0,1,16 
4180,3,2004/10/13,64,63,0,0,0,8,1,0,1,16 
4183,1,2004/10/13,76,74,1,0,0,22,2,0,1,16 
4190,2,2004/10/13,73,72,0,0,0,4,1,0,1,16 
4193,10,2004/10/13,51,51,0,0,0,9,0,0,1,16 
4215,17,2004/10/15,118,118,62,0,0,25,0,0,2,16 
4300,3,2004/10/22,49,49,2,0,0,2,0,0,1,16 
4325,3,2004/10/25,70,70,0,0,0,12,0,0,1,16 
4382,139,2004/11/2,248,246,50,0,0,26,2,2,2,16 
4403,1,2004/11/5,68,65,0,0,0,78,3,0,1,16 
4405,14,2004/11/5,38,38,0,0,0,42,0,0,1,16 
4417,8,2004/11/6,37,37,0,0,0,6,0,0,1,16 
4481,39,2004/11/11,92,91,0,0,0,74,1,0,1,16 
4495,44,2004/11/12,76,76,1,0,0,30,0,0,1,16 
4496,15,2004/11/12,184,184,63,0,0,19,0,0,0,16 
4536,1,2004/11/16,51,45,0,0,0,11,6,0,1,16 
4555,2,2004/11/17,49,48,0,0,0,4,1,0,1,16 
4578,25,2004/11/19,132,128,9,0,0,129,4,0,2,16 
4582,1,2004/11/19,15,14,0,0,0,8,1,0,1,16 
4601,25,2004/11/20,57,57,0,0,0,6,0,0,1,16 
4630,4,2004/11/23,59,59,1,0,0,9,0,0,1,16 
4648,21,2004/11/24,114,112,1,0,0,57,2,0,2,16 
4651,2,2004/11/24,64,63,0,0,0,4,1,0,1,16 
4659,24,2004/11/24,77,76,0,0,0,13,1,0,1,16 
4663,1,2004/11/24,61,61,0,0,0,8,0,0,1,16 
4665,170,2004/11/25,461,445,106,0,0,302,16,0,2,16 
4673,36,2004/11/25,325,297,21,0,0,239,28,0,2,16 
4696,797,2004/11/26,3739,3680,210,0,0,1598,59,0,5,16 
4738,4,2004/11/30,13,13,0,0,0,5,0,0,1,16 
4758,715,2004/12/1,751,750,593,0,0,52,1,0,3,16 
4799,58,2004/12/4,64,61,0,0,0,9,3,0,1,16 
4801,37,2004/12/4,30,25,0,0,0,11,5,0,1,16 
4803,349,2004/12/4,1132,1131,447,0,0,211,1,0,4,16 
4852,16,2004/12/6,34,32,0,0,0,24,2,0,1,16 
4863,1,2004/12/6,71,70,0,0,0,10,1,0,1,16 
4890,1,2004/12/7,70,70,0,0,0,6,0,0,1,16 
4896,1,2004/12/7,69,69,0,0,0,7,0,0,1,16 
4924,1,2004/12/8,74,73,0,0,0,4,1,0,1,16 
4996,40,2004/12/12,473,453,0,0,0,84,20,0,2,16 
4998,90,2004/12/12,60,60,0,0,0,3,0,0,1,16 
5079,11,2004/12/17,2,0,5,0,0,16,2,0,1,16 
5107,15,2004/12/18,48,48,0,0,0,21,0,0,1,16 
5117,13,2004/12/18,93,92,0,0,0,11,1,0,1,16 
5156,9,2004/12/19,66,66,0,0,0,9,0,0,1,16 
5161,1,2004/12/19,58,58,3,0,0,6,0,0,1,16 
5189,7,2004/12/20,80,77,0,0,0,14,3,0,1,16 
5194,2,2004/12/20,63,63,1,0,0,5,0,0,1,16 
5197,22,2004/12/20,229,228,50,0,0,42,1,2,2,16 
5226,8,2004/12/22,22,22,0,0,0,7,0,0,1,16 
5227,4,2004/12/22,49,49,0,0,0,7,0,0,1,16 
5235,6,2004/12/22,24,21,0,0,0,5,3,0,1,16 
5240,15,2004/12/22,54,53,15,0,0,12,1,0,1,16 
5279,3,2004/12/23,53,53,0,0,0,8,0,0,1,16 
5333,1,2004/12/26,51,51,0,0,0,5,0,0,1,16 
5359,7,2004/12/27,73,70,0,0,0,4,3,0,1,16 
5372,114,2004/12/27,887,853,477,0,0,211,34,0,3,16 
5430,31,2004/12/31,41,40,0,0,0,24,1,0,1,16 
5487,63,2005/1/5,63,57,0,0,0,25,6,0,1,15 
5503,4,2005/1/5,60,60,0,0,0,7,0,0,1,15 
5504,1,2005/1/5,75,75,0,0,0,20,0,0,1,15 
5518,12,2005/1/6,73,73,11,0,0,10,0,0,1,15 
5533,21,2005/1/7,100,98,7,0,0,14,2,0,2,15 
5547,6,2005/1/7,65,65,0,0,0,5,0,0,1,15 
5577,117,2005/1/8,386,385,289,0,1,241,1,3,2,15 
5580,35,2005/1/9,292,291,154,0,0,10,1,0,2,15 
5598,5,2005/1/9,66,64,0,0,0,7,2,0,1,15 
5702,26,2005/1/17,38,37,2,0,0,28,1,0,1,15 
5712,1,2005/1/17,63,61,0,0,0,7,2,0,1,15 
5737,5,2005/1/19,228,228,52,0,0,12,0,2,2,15 
5816,1,2005/1/21,60,60,1,0,0,2,0,0,1,15 
5829,12,2005/1/26,36,35,0,0,0,19,1,0,1,15 
5844,118,2005/1/27,114,107,0,0,0,167,7,0,2,15 
5866,25,2005/1/30,66,66,2,0,0,7,0,0,1,15 
5910,31,2005/2/1,71,70,0,0,0,16,1,0,1,15 
5923,1,2005/2/2,51,51,0,0,0,11,0,0,1,15 
5981,17,2005/2/5,51,50,2,0,0,24,1,0,1,15 
6002,1,2005/2/7,65,65,0,0,0,6,0,0,1,15 
6040,3,2005/2/9,32,32,10,0,0,13,0,0,1,15 
6046,1,2005/2/9,42,42,0,0,0,25,0,0,1,15 
6057,17,2005/2/10,56,56,0,0,0,13,0,0,1,15 
6106,2,2005/2/14,70,69,0,0,0,5,1,0,1,15 
6132,60,2005/2/16,62,53,0,0,0,56,9,0,1,15 
6180,5,2005/2/19,226,225,45,0,0,21,1,2,2,15 
6198,94,2005/2/20,148,142,12,0,0,31,6,0,2,15 
6250,2,2005/2/23,59,59,0,0,0,8,0,0,1,15 
6255,1,2005/2/23,61,61,0,0,0,5,0,0,1,15 
6267,3,2005/2/24,58,58,0,0,0,6,0,0,1,15 
6456,1,2005/3/5,59,59,0,0,0,0,0,0,1,15 
6475,1,2005/3/6,63,61,0,0,0,3,2,0,1,15 
6508,1,2005/3/7,76,76,0,0,0,7,0,0,1,15 
6515,28,2005/3/8,78,75,0,0,0,54,3,0,1,15 
6526,24,2005/3/8,237,236,52,0,0,12,1,0,2,15 
6527,7,2005/3/8,70,70,3,0,0,7,0,0,1,15 
6531,9,2005/3/8,114,112,4,0,0,28,2,0,2,15 
6552,17,2005/3/10,19,19,0,0,0,24,0,0,1,15 
6569,8,2005/3/10,70,69,0,0,0,22,1,0,1,15 
6598,13,2005/3/12,65,65,0,0,0,9,0,0,1,15 
6744,9,2005/3/19,10,10,0,0,0,8,0,0,1,15 
6775,24,2005/3/20,107,107,131,0,0,5,0,0,2,15 
6781,2,2005/3/20,78,78,0,0,0,8,0,0,1,15 
6820,6,2005/3/24,35,34,0,0,0,6,1,0,1,15 
6821,1,2005/3/24,65,65,0,0,0,5,0,0,1,15 
6842,49,2005/3/24,63,63,0,0,0,55,0,0,1,15 
6910,853,2005/3/28,1632,1629,1056,0,0,131,3,0,4,15 
6994,1,2005/4/2,66,65,0,0,0,9,1,0,1,15 
6995,34,2005/4/2,155,155,123,0,0,23,0,0,2,15 
7035,6,2005/4/5,51,51,14,0,0,9,0,0,1,15 
7058,670,2005/4/7,1712,1712,1681,0,0,56,0,0,4,15 
7062,6,2005/4/7,27,27,0,0,0,5,0,0,1,15 
7080,27,2005/4/8,65,62,0,0,0,8,3,0,1,15 
7154,63,2005/4/13,334,327,84,0,0,49,7,0,2,15 
7180,12,2005/4/14,102,99,0,0,0,13,3,0,2,15 
7212,12,2005/4/15,41,40,0,0,0,12,1,0,1,15 
7213,10,2005/4/15,22,18,0,0,0,5,4,0,1,15 
7226,27,2005/4/16,104,101,0,0,0,25,3,0,2,15 
7312,53,2005/4/19,52,50,26,0,0,74,2,0,1,15 
7324,3,2005/4/20,13,13,0,0,0,9,0,0,1,15 
7329,1,2005/4/20,66,65,0,0,0,21,1,0,1,15 
7361,214,2005/4/21,449,443,50,0,0,65,6,0,2,15 
7382,11,2005/4/22,95,91,0,0,0,17,4,0,1,15 
7387,4,2005/4/22,65,65,0,0,0,8,0,0,1,15 
7399,49,2005/4/22,23,23,0,0,0,26,0,0,1,15 
7517,1,2005/4/27,22,22,0,0,0,17,0,0,1,15 
7519,4,2005/4/27,58,58,0,0,0,5,0,0,1,15 
7527,17,2005/4/27,217,216,50,0,0,7,1,0,2,15 
7541,5,2005/4/28,69,69,0,0,0,9,0,0,1,15 
7544,16,2005/4/28,16,16,0,0,0,16,0,0,1,15 
7565,39,2005/4/30,249,249,50,0,0,17,0,0,2,15 
7574,3,2005/4/30,66,66,0,0,0,5,0,0,1,15 
7575,21,2005/4/28,128,114,0,0,0,35,14,0,2,15 
7584,15,2005/4/30,18,18,0,0,0,7,0,0,1,15 
7589,3440,2005/5/1,4696,4673,2698,0,1,2446,23,0,5,15 
7602,6,2005/5/1,25,25,0,0,0,39,0,0,1,15 
7614,2,2005/5/2,68,68,0,0,0,7,0,0,1,15 
7616,9,2005/5/2,63,63,0,0,0,6,0,0,1,15 
7638,11,2005/5/3,83,80,0,0,0,16,3,0,1,15 
7657,5,2005/5/3,70,70,0,0,0,9,0,0,1,15 
7667,6,2005/5/4,56,55,0,0,0,12,1,0,1,15 
7718,25,2005/5/6,60,60,0,0,0,9,0,0,1,15 
7726,19,2005/5/6,40,39,0,0,0,12,1,0,1,15 
7736,1,2005/5/6,72,71,0,0,0,9,1,0,1,15 
7755,382,2005/5/7,677,640,389,0,0,372,37,3,3,15 
7815,18,2005/5/10,43,42,0,0,0,6,1,0,1,15 
7850,894,2005/5/12,4426,4360,596,0,0,1934,66,2,5,15 
7864,5,2005/5/12,75,74,0,0,0,21,1,0,1,15 
7897,3,2005/5/14,35,34,0,0,0,11,1,0,1,15 
7936,25,2005/5/15,77,76,6,0,0,26,1,0,1,15 
7959,34,2005/5/16,77,73,0,0,0,28,4,0,1,15 
7967,13,2005/5/17,33,32,2,0,0,7,1,0,1,15 
7974,3,2005/5/17,62,61,0,0,0,8,1,0,1,15 
7993,1,2005/5/18,79,77,0,0,0,8,2,0,1,15 
7997,22,2005/5/18,16,13,0,0,0,21,3,0,1,15 
8037,4,2005/5/19,52,51,0,0,0,9,1,0,1,15 
8056,19,2005/5/20,14,14,0,0,0,6,0,0,1,15 
8088,29,2005/5/21,75,72,0,0,0,18,3,0,1,15 
8100,11,2005/5/21,41,39,0,0,0,34,2,0,1,15 
8177,12,2005/5/24,85,82,2,0,0,26,3,0,1,15 
8191,8,2005/5/24,79,78,0,0,0,24,1,0,1,15 
8198,21,2005/5/25,235,234,50,0,0,16,1,2,2,15 
8217,8,2005/5/26,59,59,11,0,0,13,0,0,1,15 
8234,2,2005/5/26,50,50,0,0,0,5,0,0,1,15 
8235,6,2005/5/26,53,52,0,0,0,9,1,0,1,15 
8238,43,2005/5/26,51,48,0,0,0,33,3,0,1,15 
8240,28,2005/5/26,52,51,0,0,0,5,1,0,1,15 
8242,2,2005/5/26,69,69,0,0,0,6,0,0,1,15 
8243,27,2005/5/26,46,46,0,0,0,9,0,0,1,15 
8244,13,2005/5/27,345,343,54,0,0,34,2,2,2,15 
8250,5,2005/5/27,79,78,0,0,0,8,1,0,1,15 
8287,4,2005/5/28,72,71,0,0,0,12,1,0,1,15 
8290,3,2005/5/28,74,74,0,0,0,10,0,0,1,15 
8295,56,2005/5/28,67,63,0,0,0,8,4,0,1,15 
8299,8,2005/5/28,61,61,0,0,0,10,0,0,1,15 
8343,9,2005/5/29,62,61,0,0,0,9,1,0,1,15 
8352,101,2005/5/30,337,320,0,0,0,109,17,0,2,15 
8397,13,2005/6/3,149,142,2,0,0,26,7,0,2,15 
8399,1,2005/6/4,69,68,0,0,0,6,1,0,1,15 
8414,6,2005/6/4,99,96,9,0,0,23,3,0,1,15 
8418,37,2005/6/4,93,86,0,0,0,43,7,0,1,15 
8424,260,2005/6/4,633,607,165,0,0,272,26,0,3,15 
8434,8,2005/6/5,30,30,0,0,0,5,0,0,1,15 
8470,5,2005/6/6,65,64,0,0,0,8,1,0,1,15 
8480,4,2005/6/7,63,63,0,0,0,9,0,0,1,15 
8493,21,2005/6/8,60,57,0,0,0,24,3,0,1,15 
8506,9,2005/6/8,61,61,0,0,0,7,0,0,1,15 
8521,3,2005/6/9,69,68,0,0,0,8,1,0,1,15 
8540,2,2005/6/10,66,66,0,0,0,5,0,0,1,15 
8549,59,2005/6/11,41,41,0,0,0,5,0,0,1,15 
8550,2,2005/6/11,72,72,0,0,0,5,0,0,1,15 
8565,8,2005/6/11,30,30,0,0,0,9,0,0,1,15 
8577,31,2005/6/11,38,38,8,0,0,31,0,0,1,15 
8588,4,2005/6/12,76,71,0,0,0,5,5,0,1,15 
8598,26,2005/6/12,229,220,3,0,0,77,9,0,2,15 
8650,12,2005/6/14,32,31,0,0,0,11,1,0,1,15 
8653,21,2005/6/14,105,101,0,0,0,25,4,0,2,15 
8669,3,2005/6/15,39,39,0,0,0,5,0,0,1,15 
8674,11,2005/6/16,51,51,0,0,0,5,0,0,1,15 
8687,7,2005/6/16,130,129,7,0,0,31,1,0,2,15 
8688,12,2005/6/16,53,53,0,0,0,5,0,0,1,15 
8796,6,2005/6/25,75,74,0,0,0,11,1,0,1,15 
8866,8,2005/6/30,38,38,0,0,0,1,0,0,1,15 
8918,25,2005/7/2,73,73,0,0,0,15,0,0,1,15 
8933,12,2005/7/2,99,93,0,0,0,14,6,0,1,15 
8974,27,2005/7/3,18,18,0,0,0,10,0,0,1,15 
9006,1,2005/7/4,64,64,0,0,0,6,0,0,1,15 
9011,1,2005/7/4,102,98,0,0,0,21,4,0,2,15 
9034,10,2005/7/6,64,63,0,0,0,5,1,0,1,15 
9037,18,2005/7/6,41,39,10,0,0,88,2,0,1,15 
9060,10,2005/7/7,48,48,0,0,0,7,0,0,1,15 
9065,6,2005/7/7,50,50,0,0,0,6,0,0,1,15 
9071,9,2005/7/8,30,30,0,0,0,5,0,0,1,15 
9084,4,2005/7/8,61,61,0,0,0,5,0,0,1,15 
9124,22,2005/7/10,180,178,114,0,0,14,2,0,2,15 
9125,1,2005/7/10,76,74,0,0,0,8,2,0,1,15 
9134,11,2005/7/11,55,54,0,0,0,4,1,0,1,15 
9163,12,2005/7/13,50,50,0,0,0,15,0,0,1,15 
9173,6,2005/7/13,19,19,0,0,0,9,0,0,1,15 
9240,6,2005/7/16,25,25,0,0,0,14,0,0,1,15 
9269,131,2005/7/16,139,123,57,0,0,149,16,0,2,15 
9288,28,2005/7/17,70,55,11,0,0,58,15,0,1,15 
9308,6,2005/7/17,47,40,0,0,0,25,7,0,1,15 
9314,13,2005/7/17,18,16,0,0,0,5,2,0,1,15 
9316,13,2005/7/17,63,63,0,0,0,9,0,0,1,15 
9320,47,2005/7/17,78,73,2,0,0,15,5,0,1,15 
9335,1,2005/7/18,70,69,0,0,0,4,1,0,1,15 
9382,1,2005/7/19,61,60,0,0,0,7,1,0,1,15 
9392,274,2005/7/19,864,815,0,0,0,500,49,0,3,15 
9403,23,2005/7/19,116,115,0,0,0,29,1,0,2,15 
9404,141,2005/7/19,1488,1474,0,0,0,143,14,0,4,15 
9405,4,2005/7/19,77,71,0,0,0,19,6,0,1,15 
9414,5,2005/7/19,21,21,0,0,0,13,0,0,1,15 
9422,29,2005/7/19,293,286,50,0,0,45,7,2,2,15 
9429,6,2005/7/19,66,61,0,0,0,30,5,0,1,15 
9433,20,2005/7/20,45,45,0,0,0,12,0,0,1,15 
9457,2,2005/7/20,91,90,0,0,0,27,1,0,1,15 
9460,6,2005/7/19,172,170,0,0,0,131,2,0,2,15 
9465,233,2005/7/20,971,954,591,0,0,100,17,0,3,15 
9473,18,2005/7/20,70,63,0,0,0,34,7,0,1,15 
9483,21,2005/7/18,437,426,12,0,0,87,11,0,2,15 
9485,263,2005/7/20,31,31,0,0,0,15,0,0,1,15 
9489,2,2005/7/21,29,27,0,0,0,4,2,0,1,15 
9505,6,2005/7/21,66,65,9,0,0,18,1,0,1,15 
9510,12,2005/7/21,23,23,0,0,0,15,0,0,1,15 
9518,8,2005/7/21,53,52,0,0,0,4,1,0,1,15 
9546,25,2005/7/22,100,100,0,0,0,31,0,0,2,15 
9567,28,2005/7/22,22,22,0,0,0,6,0,0,1,15 
9577,2,2005/7/22,77,76,0,0,0,9,1,0,1,15 
9587,14,2005/7/22,89,89,49,0,0,2,0,0,1,15 
9660,16,2005/7/23,58,52,0,0,0,9,6,0,1,15 
9732,425,2005/7/24,2646,2608,8,0,0,699,38,0,5,15 
9825,1,2005/7/26,63,63,0,0,0,8,0,0,1,15 
9838,5,2005/7/26,72,72,0,0,0,12,0,0,1,15 
9853,20,2005/7/26,92,86,0,0,0,155,6,0,1,15 
9858,38,2005/7/26,221,218,153,0,0,91,3,0,2,15 
9859,1269,2005/7/26,4590,4387,641,0,0,4492,203,6,5,15 
9874,3,2005/7/26,91,88,6,0,0,16,3,0,1,15 
9898,22,2005/7/27,87,86,0,0,0,20,1,0,1,15 
9990,3,2005/7/29,34,34,0,0,0,8,0,0,1,15 
10002,5,2005/7/29,44,43,9,0,0,16,1,0,1,15 
10062,31,2005/7/30,62,61,0,0,0,6,1,0,1,15 
10068,31,2005/7/30,106,102,8,0,0,75,4,0,2,15 
10144,34,2005/7/31,28,27,0,0,0,6,1,0,1,15 
10161,73,2005/7/31,27,27,5,0,0,9,0,0,1,15 
10211,83,2005/8/1,218,206,0,0,0,38,12,0,2,15 
10224,15,2005/8/2,56,54,0,0,0,7,2,0,1,15 
10229,16,2005/8/2,64,63,0,0,0,5,1,0,1,15 
10251,67,2005/8/2,291,285,196,0,0,38,6,0,2,15 
10259,5,2005/8/2,59,58,0,0,0,15,1,0,1,15 
10288,1,2005/8/3,214,153,0,0,0,186,61,0,2,15 
10310,6,2005/8/4,267,265,51,0,0,11,2,2,2,15 
10326,949,2005/8/4,3509,3506,2553,0,2,203,3,0,5,15 
10347,167,2005/8/4,148,128,0,0,0,65,20,0,2,15 
10356,6,2005/8/4,53,51,0,0,0,7,2,0,1,15 
10375,82,2005/8/5,33,22,0,0,0,24,11,0,1,15 
10494,5,2005/8/7,54,54,0,0,0,5,0,0,1,15 
