UID,OT,time,credit,HE,St,Po,Fr,Re,Iss,BG,UG,Year
417862,6,2017/1/13,8,8,5,0,0,11,0,0,1,3 
417893,10,2017/1/13,50,50,53,0,0,0,0,0,1,3 
417897,9,2017/1/13,48,48,44,0,0,5,0,0,1,3 
417900,104,2017/1/13,336,330,247,0,0,70,6,0,2,3 
417902,373,2017/1/13,928,926,436,0,0,50,2,0,3,3 
417908,647,2017/1/13,1530,1510,354,0,0,1411,20,0,4,3 
417911,758,2017/1/13,1160,1045,216,0,0,1940,115,0,4,3 
417913,1,2017/1/13,14,14,9,0,0,6,0,0,1,3 
417919,1,2017/1/13,25,25,17,0,0,3,0,0,1,3 
417922,2138,2017/1/13,1340,1288,625,0,0,3445,52,2,4,3 
417927,19,2017/1/13,117,117,106,0,0,10,0,0,2,3 
417928,1326,2017/1/13,1189,1162,563,0,0,807,27,0,4,3 
417940,4,2017/1/13,52,52,40,0,0,9,0,0,1,3 
417951,11,2017/1/13,78,78,68,0,0,10,0,0,1,3 
417993,274,2017/1/13,379,379,261,0,0,309,0,0,2,3 
417999,3,2017/1/13,17,17,20,0,0,5,0,0,1,3 
418003,10,2017/1/13,69,68,57,0,0,10,1,0,1,3 
418014,118,2017/1/13,191,189,135,0,1,89,2,0,2,3 
418021,27,2017/1/13,126,125,130,0,0,1,1,0,2,3 
418038,6,2017/1/13,51,51,39,0,0,14,0,0,1,3 
418039,1386,2017/1/13,2825,2662,-219,0,0,3460,163,1,5,3 
418047,920,2017/1/13,1072,1068,976,0,0,159,4,0,4,3 
418052,678,2017/1/13,1940,1608,770,0,0,418,332,2,4,3 
418080,10,2017/1/13,8,8,3,0,0,10,0,0,1,3 
418096,18,2017/1/13,39,38,25,0,0,9,1,0,1,3 
418104,2,2017/1/13,16,16,10,0,0,2,0,0,1,3 
418139,8,2017/1/13,10,11,3,0,0,11,0,0,1,3 
418148,167,2017/1/13,582,579,377,0,0,23,3,0,3,3 
418151,29,2017/1/13,177,175,164,0,0,14,2,0,2,3 
418154,4,2017/1/13,33,33,33,0,0,13,0,0,1,3 
418161,1,2017/1/13,17,17,11,0,0,1,0,0,1,3 
418162,3,2017/1/13,11,11,2,0,0,0,0,0,0,3 
418167,59,2017/1/13,290,290,314,0,0,3,0,0,2,3 
418176,24,2017/1/13,165,165,139,0,0,5,0,0,2,3 
418181,11,2017/1/13,35,35,3,0,0,6,0,0,1,3 
418183,13,2017/1/13,33,33,9,0,0,15,0,0,0,3 
418192,1516,2017/1/13,2001,1942,823,0,0,1649,59,0,5,3 
418207,1,2017/1/14,8,8,8,0,0,9,0,0,1,3 
418209,5,2017/1/14,46,46,38,0,0,3,0,0,1,3 
418210,10,2017/1/14,28,28,4,0,0,4,0,0,1,3 
418215,95,2017/1/14,674,671,607,0,0,84,3,0,3,3 
418217,97,2017/1/14,73,72,100,0,0,36,1,0,1,3 
418219,714,2017/1/14,1536,1513,1086,0,0,987,23,0,4,3 
418226,461,2017/1/14,643,605,139,0,0,410,38,0,3,3 
418227,10,2017/1/14,204,202,21,0,0,44,2,0,2,3 
418234,38,2017/1/14,189,189,177,0,0,7,0,0,2,3 
418267,846,2017/1/14,1168,1168,1098,0,0,326,0,0,4,3 
418277,3,2017/1/14,1,1,3,0,0,2,0,0,1,3 
418283,2,2017/1/14,32,32,20,0,0,0,0,0,1,3 
418293,2,2017/1/14,44,45,24,0,0,13,0,0,1,3 
418297,6,2017/1/14,121,115,14,0,0,102,6,0,2,3 
418301,10,2017/1/14,47,48,35,0,0,6,0,0,1,3 
418307,5,2017/1/14,40,40,35,0,0,6,0,0,1,3 
418318,64,2017/1/14,216,194,170,0,0,44,22,0,2,3 
418326,1,2017/1/14,12,12,5,0,0,0,0,0,1,3 
418341,4,2017/1/14,29,29,32,0,0,7,0,0,1,3 
418343,4,2017/1/14,60,57,18,0,0,29,3,0,1,3 
418353,80,2017/1/14,307,307,0,0,0,8,0,0,2,3 
418371,42,2017/1/14,53,53,49,0,0,30,0,0,1,3 
418374,43,2017/1/14,87,83,14,0,0,37,4,0,1,3 
418380,283,2017/1/14,878,878,704,0,0,452,0,0,3,3 
418382,5,2017/1/14,24,25,21,0,0,15,0,0,1,3 
418385,8,2017/1/14,6,6,3,0,0,6,0,0,1,3 
418394,3,2017/1/14,10,11,3,0,0,5,0,0,1,3 
418396,78,2017/1/14,278,278,295,0,0,10,0,0,2,3 
418408,20,2017/1/14,67,67,76,0,0,15,0,0,1,3 
418440,1,2017/1/14,16,16,9,0,0,0,0,0,0,3 
418463,520,2017/1/14,1339,1261,793,0,0,1010,78,0,4,3 
418470,21,2017/1/14,106,106,89,0,0,15,0,0,2,3 
418482,1275,2017/1/14,1096,1037,403,0,0,525,59,0,4,3 
418486,11,2017/1/14,71,71,54,0,0,52,0,0,0,3 
418501,2,2017/1/14,21,21,13,0,0,6,0,0,1,3 
418503,259,2017/1/14,819,779,152,0,2,132,40,0,3,3 
418514,358,2017/1/14,928,927,68,0,0,62,1,0,3,3 
418520,19,2017/1/14,36,35,10,0,0,41,1,0,1,3 
418525,20,2017/1/14,66,64,44,0,0,55,2,0,1,3 
418558,2,2017/1/14,24,24,10,0,0,5,0,0,1,3 
418583,5,2017/1/14,8,8,3,0,0,0,0,0,1,3 
418598,131,2017/1/14,399,398,435,0,0,22,1,0,2,3 
418606,1,2017/1/14,14,14,8,0,0,3,0,0,1,3 
418628,22,2017/1/14,94,94,83,0,0,5,0,0,1,3 
418640,45,2017/1/14,240,239,233,0,0,5,1,0,2,3 
418644,1,2017/1/14,16,15,1,0,0,4,1,0,1,3 
418650,3,2017/1/14,20,20,20,0,0,1,0,0,1,3 
418652,1,2017/1/14,23,23,8,0,0,7,1,0,1,3 
418665,251,2017/1/14,924,907,252,0,0,134,17,0,3,3 
418670,1371,2017/1/14,2030,2026,83,0,0,210,4,0,5,3 
418705,1,2017/1/15,7,7,3,0,0,1,0,0,1,3 
418732,1,2017/1/15,21,21,14,0,0,0,0,0,1,3 
418733,2,2017/1/15,15,13,3,0,0,6,2,0,1,3 
418743,418,2017/1/15,769,768,708,0,0,154,1,0,3,3 
418754,4,2017/1/15,12,11,3,0,0,6,1,0,1,3 
418761,365,2017/1/15,178,178,161,0,0,92,0,0,2,3 
418762,5,2017/1/15,42,42,35,0,0,0,0,0,1,3 
418770,7,2017/1/15,31,31,10,0,0,1,0,0,1,3 
418790,9,2017/1/15,49,47,22,0,0,12,2,0,1,3 
418791,33,2017/1/15,105,96,66,0,0,76,9,0,2,3 
418809,1260,2017/1/15,1470,1460,1205,0,1,449,10,2,4,3 
418825,3,2017/1/15,38,38,4,0,0,0,0,0,1,3 
418830,4,2017/1/15,16,16,10,0,0,6,0,0,1,3 
418838,7,2017/1/15,46,44,11,0,0,13,2,0,1,3 
418840,647,2017/1/15,1035,1027,582,0,0,1008,8,0,4,3 
418841,508,2017/1/15,966,965,864,0,0,41,1,0,3,3 
418843,251,2017/1/15,628,619,476,0,0,192,9,0,3,3 
418895,5,2017/1/15,31,31,20,0,0,6,0,0,1,3 
418896,565,2017/1/15,1417,1415,294,0,0,303,2,0,4,3 
418932,1,2017/1/15,18,18,4,0,0,0,0,0,1,3 
418935,5,2017/1/15,12,12,3,0,0,13,0,0,1,3 
418938,7,2017/1/15,56,56,47,0,0,5,0,0,1,3 
418943,526,2017/1/15,12,12,8,0,0,128,0,0,1,3 
418960,26,2017/1/15,159,159,158,0,0,13,0,0,2,3 
418967,1,2017/1/15,9,9,3,0,0,3,0,0,1,3 
418969,162,2017/1/15,658,655,594,0,0,88,3,0,3,3 
418997,212,2017/1/15,950,934,94,0,0,182,16,0,3,3 
419000,7,2017/1/15,47,47,42,0,0,1,0,0,1,3 
419006,79,2017/1/15,0,0,1,0,0,8,0,0,1,3 
419037,3,2017/1/15,21,21,33,0,0,2,0,0,1,3 
419042,3,2017/1/15,9,9,3,0,0,5,0,0,1,3 
419043,19,2017/1/15,92,92,91,0,0,11,0,0,1,3 
419045,61,2017/1/15,392,392,401,0,1,25,0,0,2,3 
419057,2,2017/1/15,15,15,9,0,0,0,0,0,1,3 
419066,34,2017/1/15,224,212,174,0,0,45,12,0,2,3 
419078,181,2017/1/15,349,341,266,0,0,20,8,0,2,3 
419083,47,2017/1/15,869,866,200,4,0,33,3,0,3,3 
419114,10,2017/1/15,10,10,3,0,0,8,0,0,1,3 
419124,18,2017/1/15,94,94,88,0,0,6,0,0,1,3 
419125,199,2017/1/15,850,847,797,0,0,112,3,0,3,3 
419130,6,2017/1/15,27,23,12,0,0,4,4,0,1,3 
419146,482,2017/1/16,1430,1376,606,0,0,349,54,0,4,3 
419153,20,2017/1/16,50,50,19,0,0,5,0,0,1,3 
419162,11,2017/1/16,42,42,39,0,0,1,0,0,1,3 
419165,1122,2017/1/16,746,741,545,0,0,164,5,0,3,3 
419180,438,2017/1/16,1123,1088,142,0,2,423,35,0,4,3 
419193,1,2017/1/16,19,19,5,0,0,9,0,0,0,3 
419194,6,2017/1/16,46,46,4,0,0,12,0,0,1,3 
419199,3,2017/1/16,33,29,6,0,0,7,4,0,1,3 
419228,21,2017/1/16,60,58,20,0,0,70,5,0,1,3 
419254,2,2017/1/16,18,18,4,0,0,1,0,0,1,3 
419265,39,2017/1/16,117,117,100,0,0,57,0,0,2,3 
419290,6,2017/1/16,28,29,16,0,0,11,0,0,1,3 
419299,1,2017/1/16,13,13,5,0,0,4,0,0,1,3 
419300,27,2017/1/16,88,88,95,0,0,29,0,0,1,3 
419306,2,2017/1/16,26,26,16,0,0,5,0,0,1,3 
419314,557,2017/1/16,1067,1025,673,0,0,527,42,0,4,3 
419322,4,2017/1/16,17,18,10,0,0,8,0,0,1,3 
419324,9,2017/1/16,52,51,36,0,0,14,1,0,1,3 
419361,13,2017/1/16,31,29,31,0,0,11,2,0,1,3 
419366,46,2017/1/16,165,165,157,0,0,3,0,0,2,3 
419419,278,2017/1/16,714,708,631,0,0,380,6,0,3,3 
419491,684,2017/1/16,1101,1100,568,0,0,101,1,0,4,3 
419499,8,2017/1/16,38,38,32,0,0,5,0,0,1,3 
419501,69,2017/1/16,180,180,170,0,0,19,0,0,2,3 
419502,553,2017/1/16,901,901,627,0,0,577,0,0,3,3 
419546,720,2017/1/16,2025,2016,75,0,0,404,9,0,5,3 
419560,900,2017/1/16,1444,1440,539,0,0,131,4,0,4,3 
419565,4,2017/1/16,7,7,3,0,0,0,0,0,1,3 
419599,168,2017/1/17,727,727,695,0,0,1,0,0,3,3 
419624,6,2017/1/17,11,11,3,0,0,9,0,0,1,3 
419652,127,2017/1/17,654,649,462,0,0,199,5,0,3,3 
419655,5,2017/1/17,43,42,28,0,0,16,1,0,1,3 
419658,1297,2017/1/17,1158,1098,116,0,0,557,60,0,4,3 
419668,1615,2017/1/17,2223,2188,68,0,0,2028,35,0,5,3 
419674,6,2017/1/17,199,199,8,0,0,27,1,0,2,3 
419676,4,2017/1/17,34,34,27,0,0,1,0,0,1,3 
419685,6,2017/1/17,66,64,25,0,0,14,2,0,1,3 
419705,121,2017/1/17,487,479,171,0,0,97,8,0,2,3 
419730,13,2017/1/17,44,44,38,0,0,10,0,0,1,3 
419734,5,2017/1/17,24,24,15,0,0,2,0,0,1,3 
419748,4,2017/1/17,30,30,25,0,0,1,0,0,1,3 
419761,8,2017/1/17,48,48,49,0,0,12,0,0,1,3 
419764,118,2017/1/17,196,191,159,0,0,83,5,0,2,3 
419774,2,2017/1/17,1,1,3,0,0,0,0,0,1,3 
419810,84,2017/1/17,257,257,247,0,0,11,0,0,2,3 
419817,3,2017/1/17,38,38,4,0,0,1,0,0,1,3 
419838,8,2017/1/17,42,41,28,0,0,22,1,0,1,3 
419839,10,2017/1/17,5,5,3,0,0,0,0,0,1,3 
419845,4,2017/1/17,19,20,13,0,0,11,0,0,1,3 
419855,2071,2017/1/17,2855,2763,337,0,2,3163,92,0,5,3 
419868,85,2017/1/17,463,454,415,0,0,121,9,0,2,3 
419870,6,2017/1/17,59,58,51,0,0,11,1,0,1,3 
419912,328,2017/1/17,735,730,435,0,0,198,5,0,3,3 
419926,1,2017/1/17,7,7,3,0,0,0,0,0,1,3 
419938,138,2017/1/17,450,450,435,0,0,20,0,0,2,3 
419942,57,2017/1/17,143,143,160,0,0,22,0,0,2,3 
419971,9,2017/1/17,51,51,46,0,0,4,0,0,1,3 
419997,582,2017/1/17,911,879,3,0,0,734,32,0,0,3 
420007,154,2017/1/17,1159,1156,105,0,0,156,3,0,4,3 
420027,1173,2017/1/17,1229,1229,773,0,0,508,0,0,4,3 
420034,37,2017/1/17,73,72,66,0,0,10,1,0,1,3 
420040,3,2017/1/17,10,11,3,0,0,9,0,0,1,3 
420041,5,2017/1/17,26,27,9,0,0,13,0,0,1,3 
420047,18,2017/1/17,8,8,3,0,0,5,0,0,1,3 
420052,144,2017/1/17,476,466,388,0,0,182,10,0,2,3 
420092,71,2017/1/18,156,156,146,0,0,43,0,0,2,3 
420094,16,2017/1/18,45,41,1,0,0,28,4,0,1,3 
420097,4,2017/1/18,18,18,8,0,0,25,0,0,1,3 
420100,411,2017/1/18,1114,1113,1070,0,0,214,1,0,4,3 
420125,13896,2017/1/18,5044,4436,162,47,16,5745,608,3,6,3 
420144,409,2017/1/18,684,612,217,0,0,658,72,0,3,3 
420149,2,2017/1/18,12,12,8,0,0,0,0,0,1,3 
420152,28,2017/1/18,113,113,107,0,0,27,0,0,2,3 
420154,1,2017/1/18,11,11,3,0,0,1,0,0,1,3 
420170,1315,2017/1/18,2154,2037,1062,7,0,1677,117,1,5,3 
420172,1277,2017/1/18,649,634,300,0,0,288,15,0,3,3 
420180,16,2017/1/18,44,43,44,0,0,9,1,0,1,3 
420203,20,2017/1/18,46,46,39,0,0,9,0,0,1,3 
420205,25,2017/1/18,150,148,114,0,0,77,2,0,2,3 
420208,1422,2017/1/18,1834,1753,601,0,0,826,81,0,4,3 
420239,51,2017/1/18,79,78,97,0,0,52,1,0,1,3 
420242,371,2017/1/18,555,321,12,0,0,271,234,2,3,3 
420252,53,2017/1/18,170,170,186,0,0,13,0,0,2,3 
420255,6,2017/1/18,39,38,19,0,0,12,2,0,1,3 
420269,7,2017/1/18,1,1,3,0,0,9,0,0,1,3 
420286,12,2017/1/18,100,100,77,0,0,12,0,0,2,3 
420291,1,2017/1/18,10,11,3,0,0,11,0,0,1,3 
420293,30,2017/1/18,142,142,138,0,0,17,0,0,2,3 
420296,7,2017/1/18,43,43,31,0,0,6,0,0,1,3 
420297,11,2017/1/18,28,28,28,0,0,10,0,0,1,3 
420302,361,2017/1/18,902,892,753,0,0,407,10,0,3,3 
420306,41,2017/1/18,12,12,2,0,0,31,0,0,1,3 
420309,5,2017/1/18,28,28,21,0,0,9,1,0,1,3 
420312,40,2017/1/18,273,269,4,0,0,13,4,0,2,3 
420319,8,2017/1/18,47,44,32,0,0,42,3,0,1,3 
420352,2764,2017/1/18,1849,1798,421,0,1,1214,51,0,4,3 
420374,185,2017/1/18,751,748,173,0,0,427,3,0,3,3 
420382,52,2017/1/18,274,264,190,0,0,111,10,0,2,3 
420385,1,2017/1/18,10,10,4,0,0,0,0,0,1,3 
420391,35,2017/1/18,93,89,96,0,0,53,4,0,1,3 
420407,290,2017/1/18,786,786,750,0,0,88,0,0,3,3 
420410,1,2017/1/18,8,8,3,0,0,0,0,0,1,3 
420413,8,2017/1/18,38,38,49,0,0,11,0,0,1,3 
420414,11,2017/1/18,48,48,58,0,0,2,0,0,1,3 
420416,32,2017/1/18,93,92,84,0,0,39,1,0,1,3 
420425,11,2017/1/18,27,27,6,0,0,13,1,0,1,3 
420431,7,2017/1/18,33,33,28,0,0,8,0,0,1,3 
420433,1,2017/1/18,10,11,3,0,0,16,0,0,1,3 
420434,184,2017/1/18,1535,1529,442,0,0,976,6,0,4,3 
420448,352,2017/1/18,544,544,531,0,0,2,0,0,3,3 
420455,8,2017/1/18,73,72,59,0,0,3,1,0,1,3 
420476,890,2017/1/18,1363,1345,118,0,0,514,18,0,4,3 
420485,187,2017/1/18,425,411,65,0,0,252,14,0,2,3 
420487,213,2017/1/18,337,335,261,0,0,41,2,0,2,3 
420493,8,2017/1/18,24,24,24,0,0,9,0,0,1,3 
420505,1,2017/1/18,19,19,12,0,0,1,0,0,1,3 
420514,1036,2017/1/18,1388,1363,680,0,0,699,25,0,4,3 
420522,3,2017/1/18,25,25,24,0,0,2,0,0,1,3 
420548,12,2017/1/18,27,27,32,0,0,9,0,0,1,3 
420559,24,2017/1/18,56,53,42,0,0,9,3,0,1,3 
420615,8,2017/1/19,37,33,11,0,0,16,4,0,1,3 
420651,21,2017/1/19,173,173,172,0,0,0,0,0,2,3 
420675,29,2017/1/19,139,139,128,0,0,33,0,0,2,3 
420682,12,2017/1/19,72,72,80,0,0,2,0,0,1,3 
420683,321,2017/1/19,1184,1183,172,0,0,96,1,0,4,3 
420711,604,2017/1/19,747,746,442,0,0,221,1,0,3,3 
420719,111,2017/1/19,621,621,4,0,0,1,0,0,3,3 
420721,109,2017/1/19,435,423,51,0,0,46,12,0,2,3 
420725,32,2017/1/19,92,92,83,0,0,11,0,0,1,3 
420738,7,2017/1/19,72,72,56,0,0,4,0,0,1,3 
420739,3,2017/1/19,24,24,17,0,0,0,0,0,1,3 
420749,21,2017/1/19,83,82,80,0,0,41,1,0,1,3 
420764,9,2017/1/19,44,44,38,0,0,5,0,0,1,3 
420785,3,2017/1/19,28,28,17,0,0,10,0,0,1,3 
420808,2,2017/1/19,0,0,4,0,0,0,0,0,1,3 
420813,1040,2017/1/19,682,682,666,0,0,240,0,0,3,3 
420814,163,2017/1/19,420,419,478,0,0,25,1,0,2,3 
420823,58,2017/1/19,235,219,34,0,0,153,16,0,2,3 
420830,16,2017/1/19,51,51,74,0,0,18,0,0,1,3 
420847,35,2017/1/19,15,15,13,0,0,26,0,0,1,3 
420849,2,2017/1/19,16,16,21,0,0,6,0,0,1,3 
420850,5,2017/1/19,13,13,5,0,0,11,0,0,0,3 
420858,27,2017/1/19,132,129,74,0,0,30,3,0,2,3 
420867,17,2017/1/19,143,142,46,0,0,22,1,0,2,3 
420871,1,2017/1/19,13,14,6,0,0,7,0,0,1,3 
420897,56,2017/1/19,140,137,16,0,0,23,3,0,2,3 
420926,10,2017/1/19,47,47,39,0,0,12,0,0,1,3 
420930,503,2017/1/19,1395,1377,872,1,1,1144,18,0,4,3 
420931,356,2017/1/19,1626,1613,113,0,0,482,13,0,4,3 
420937,11,2017/1/19,51,51,51,0,0,8,0,0,1,3 
420938,1944,2017/1/19,1621,1532,734,0,1,2819,89,0,4,3 
420940,724,2017/1/19,1036,1036,732,0,0,1067,0,0,4,3 
420973,388,2017/1/19,1242,1242,1127,0,0,493,0,0,4,3 
420978,2,2017/1/19,22,21,6,0,0,4,1,0,1,3 
420981,479,2017/1/19,1223,1168,347,0,1,378,55,0,4,3 
421014,2,2017/1/19,9,10,3,0,0,5,0,0,1,3 
421032,16,2017/1/19,87,86,72,0,0,14,1,0,1,3 
421035,183,2017/1/19,269,246,125,0,0,292,23,0,2,3 
421051,1,2017/1/19,14,14,7,0,0,0,0,0,1,3 
421053,1,2017/1/19,15,15,9,0,0,3,0,0,1,3 
421054,1806,2017/1/19,582,582,412,0,0,195,0,0,3,3 
421061,1,2017/1/20,9,9,3,0,0,0,0,0,1,3 
421071,362,2017/1/20,638,637,440,0,0,117,1,0,3,3 
421073,2,2017/1/20,17,17,13,0,0,0,0,0,1,3 
421081,49,2017/1/20,148,139,47,0,0,114,9,0,2,3 
421090,9,2017/1/20,10,10,3,0,0,6,0,0,1,3 
421102,33,2017/1/20,102,102,93,0,0,8,0,0,2,3 
421124,29,2017/1/20,77,77,57,0,0,14,0,0,1,3 
421162,29,2017/1/20,1,1,3,0,0,11,0,0,0,3 
421167,26,2017/1/20,41,41,37,0,0,10,0,0,1,3 
421187,198,2017/1/20,559,559,448,0,0,24,0,0,3,3 
421192,219,2017/1/20,392,391,303,0,0,141,1,0,2,3 
421196,3,2017/1/20,44,44,9,0,0,14,1,0,1,3 
421210,2,2017/1/20,0,0,3,0,0,0,0,0,1,3 
421220,11,2017/1/20,11,11,3,0,0,5,0,0,1,3 
421226,9,2017/1/20,9,9,1,0,0,5,0,0,1,3 
421227,4,2017/1/20,9,9,3,0,0,5,0,0,1,3 
421251,1,2017/1/20,12,12,3,0,0,8,0,0,0,3 
421288,2,2017/1/20,7,7,3,0,0,5,0,0,1,3 
421296,23,2017/1/20,106,106,9,0,0,11,0,0,2,3 
421301,4,2017/1/20,46,46,35,0,0,0,0,0,1,3 
421321,58,2017/1/20,41,41,69,0,0,84,0,0,1,3 
421329,76,2017/1/20,190,186,85,0,0,179,4,0,2,3 
421392,90,2017/1/20,250,246,148,0,0,60,4,0,2,3 
421394,3422,2017/1/20,2943,2788,340,0,0,543,155,1,5,3 
421400,1,2017/1/20,7,7,3,0,0,5,0,0,1,3 
421408,10,2017/1/21,92,85,50,0,0,18,7,0,1,3 
421410,1,2017/1/21,10,10,3,0,0,2,0,0,1,3 
421429,20,2017/1/21,102,103,45,0,0,16,0,0,2,3 
421438,5,2017/1/21,7,7,3,0,0,5,0,0,1,3 
421447,1,2017/1/21,13,13,4,0,0,5,0,0,1,3 
421467,8,2017/1/21,69,69,61,0,0,0,0,0,1,3 
421500,6,2017/1/21,46,45,40,0,0,0,1,0,1,3 
421504,18,2017/1/21,18,18,3,0,0,0,0,0,1,3 
421525,8,2017/1/21,9,9,3,0,0,2,0,0,1,3 
421534,955,2017/1/21,847,823,522,0,2,1061,24,0,3,3 
421565,3,2017/1/21,26,26,20,0,0,1,0,0,1,3 
421567,8,2017/1/21,32,32,18,0,0,7,0,0,1,3 
421569,12,2017/1/21,73,70,62,0,0,6,3,0,1,3 
421572,185,2017/1/21,783,782,559,0,0,206,1,0,3,3 
421576,19,2017/1/21,42,41,38,0,0,26,1,0,1,3 
421600,211,2017/1/21,477,469,430,0,0,170,8,0,2,3 
421607,1,2017/1/21,9,9,3,0,0,0,0,0,1,3 
421636,2,2017/1/21,9,10,3,0,0,14,0,0,1,3 
421661,311,2017/1/21,469,462,133,4,0,546,7,0,2,3 
421671,7,2017/1/21,23,24,15,0,0,16,0,0,1,3 
421692,42,2017/1/21,121,121,41,0,0,101,0,0,2,3 
421703,76,2017/1/21,320,319,305,0,0,42,1,0,2,3 
421705,6,2017/1/21,4,4,3,0,0,1,0,0,1,3 
421736,4,2017/1/21,11,11,3,0,0,0,0,0,1,3 
421748,4,2017/1/21,36,36,29,0,0,0,0,0,1,3 
421750,3,2017/1/21,30,30,27,0,0,7,0,0,1,3 
421762,1209,2017/1/21,2042,2001,70,0,0,1053,41,0,5,3 
421789,21,2017/1/21,100,100,92,0,0,14,0,0,2,3 
421800,2964,2017/1/21,2725,2606,251,49,5,2954,119,0,5,3 
421812,206,2017/1/21,804,799,313,0,0,281,5,0,3,3 
421832,69,2017/1/22,171,170,161,0,0,69,1,0,2,3 
421844,1,2017/1/22,18,18,11,0,0,6,0,0,1,3 
421873,2,2017/1/22,4,4,3,0,0,1,0,0,1,3 
421880,1,2017/1/22,8,8,3,0,0,2,0,0,1,3 
421882,9,2017/1/22,21,19,37,0,0,15,2,0,0,3 
421884,2,2017/1/22,25,25,17,0,0,0,0,0,0,3 
421899,1,2017/1/22,7,7,3,0,0,1,0,0,1,3 
421937,122,2017/1/22,532,531,333,0,0,41,1,0,3,3 
421938,7,2017/1/22,35,35,10,0,0,12,0,0,1,3 
421951,2147,2017/1/22,2550,2512,838,0,0,3288,38,0,5,3 
421988,31,2017/1/22,156,156,79,0,0,36,0,0,2,3 
422009,434,2017/1/22,818,818,641,0,0,418,0,0,3,3 
422011,20,2017/1/22,52,52,45,0,0,17,0,0,1,3 
422017,195,2017/1/22,587,587,272,0,0,27,0,0,3,3 
422043,37,2017/1/22,249,249,245,0,0,19,0,0,2,3 
422050,1009,2017/1/22,1427,1388,555,0,0,733,39,0,4,3 
422061,6,2017/1/22,37,37,34,0,0,1,0,0,1,3 
422070,404,2017/1/22,688,685,87,0,0,89,3,0,3,3 
422079,3,2017/1/22,10,10,3,0,0,11,0,0,1,3 
422085,1061,2017/1/22,1267,1235,78,0,0,604,32,0,4,3 
422086,1528,2017/1/22,1816,1771,155,0,5,2843,45,0,4,3 
422109,10,2017/1/22,80,80,56,0,0,19,0,0,1,3 
422113,182,2017/1/22,326,326,263,0,0,69,0,0,2,3 
422121,43,2017/1/22,123,121,47,0,0,91,2,0,2,3 
422127,44,2017/1/22,19,18,18,0,0,57,1,0,1,3 
422151,1272,2017/1/22,1904,1852,255,0,0,3208,52,0,4,3 
422159,7,2017/1/22,48,49,5,0,0,11,0,0,0,3 
422163,13,2017/1/22,38,39,5,0,0,10,0,0,0,3 
422165,12,2017/1/22,99,99,5,0,0,4,0,0,1,3 
422169,5,2017/1/22,45,46,0,0,0,10,0,0,0,3 
422171,1,2017/1/22,10,10,3,0,0,2,0,0,1,3 
422172,11,2017/1/22,46,47,6,0,0,12,0,0,0,3 
422173,3,2017/1/22,45,46,4,0,0,10,0,0,0,3 
422174,9,2017/1/22,45,46,0,0,0,10,0,0,0,3 
422184,13,2017/1/22,2,2,30,0,0,36,0,0,1,3 
422186,58,2017/1/22,20,20,2,0,0,0,0,0,1,3 
422202,6,2017/1/23,57,57,4,0,0,2,0,0,1,3 
422225,10,2017/1/23,43,43,66,0,0,15,0,0,1,3 
422226,59,2017/1/23,119,116,69,0,0,93,3,0,2,3 
422228,213,2017/1/23,544,527,187,0,0,663,17,0,0,3 
422259,15,2017/1/23,62,62,56,0,0,9,0,0,1,3 
422273,488,2017/1/23,1018,978,71,0,0,777,40,0,4,3 
422282,80,2017/1/23,152,145,16,0,0,67,7,0,2,3 
422302,4,2017/1/23,26,26,18,0,0,5,0,0,1,3 
422308,2,2017/1/23,18,18,16,0,0,5,0,0,1,3 
422327,10,2017/1/23,51,51,59,0,0,2,0,0,1,3 
422363,198,2017/1/23,163,163,111,0,0,69,0,0,2,3 
422387,7,2017/1/23,8,8,3,0,0,3,0,0,1,3 
422397,1804,2017/1/23,2492,2442,733,0,4,2200,50,2,5,3 
422399,5,2017/1/23,33,33,23,0,0,8,0,0,1,3 
422413,14,2017/1/23,16,16,8,0,0,9,0,0,1,3 
422416,1908,2017/1/23,2156,2031,204,3,1,1437,125,0,5,3 
422432,1094,2017/1/23,2032,1927,419,0,2,2103,105,1,5,3 
422464,5,2017/1/23,18,18,13,0,0,2,0,0,1,3 
422465,328,2017/1/23,924,906,170,0,0,697,18,0,3,3 
422529,25,2017/1/23,67,66,100,0,0,8,1,0,1,3 
422533,452,2017/1/23,1304,1300,717,0,1,469,4,0,4,3 
422537,26,2017/1/23,60,60,76,0,0,14,0,0,1,3 
422554,1103,2017/1/23,2114,1970,146,0,2,1611,144,1,0,3 
422567,3,2017/1/23,21,21,8,0,0,6,0,0,1,3 
422573,223,2017/1/23,436,432,415,0,0,126,4,0,2,3 
422582,263,2017/1/23,146,143,123,0,0,272,3,2,2,3 
422588,303,2017/1/23,300,300,290,0,0,55,0,0,2,3 
422614,40,2017/1/24,18,18,3,0,0,59,0,0,1,3 
422625,29,2017/1/24,163,163,159,0,0,13,0,0,2,3 
422629,212,2017/1/24,1141,1119,1,0,1,390,22,0,4,3 
422632,15,2017/1/24,37,37,0,0,0,37,0,0,0,3 
422656,213,2017/1/24,901,901,876,0,0,3,0,0,3,3 
422660,5,2017/1/24,42,42,33,0,0,10,0,0,1,3 
422670,1048,2017/1/24,2044,1945,341,0,2,2709,99,0,5,3 
422696,2,2017/1/24,25,25,17,0,0,10,0,0,1,3 
422700,3,2017/1/24,20,20,14,0,0,2,0,0,1,3 
422706,4,2017/1/24,36,36,26,0,0,7,0,0,1,3 
